"labels","text"
"NOT-1stPerson","I fuccing hate cigarettes"
"NOT-1stPerson","I gag every time I see that warm cigarette kid on my TL"
"NOT-1stPerson","I go pay for this gas and the lady ask did i wanna buy ciggs i must look old"
"1stPerson","i go to the hookah lounge every so often but i don't really count that as smoking"
"1stPerson","I got waiting for the first person to get my hookah right dm me"
"1stPerson","i got a piece a lil piece amp a capsule that's also a grinder amp i hardly smoke anymore lmao"
"1stPerson","I got a project in mind so wine glass and cigar I'm getting the beats together"
"1stPerson","I got a project in mind so wine glass and cigar I'm getting the beats together"
"NOT-1stPerson","I got alot of friends who smoke cigs its practically normal and acceptable to me"
"1stPerson","I got cigs in my ear like -MENTION- so you know i'm feelin good"
"NOT-1stPerson","I got e juice all over my hands and all I can think about is how disappointed -MENTION- would be"
"1stPerson","I got my own cloud 9 right here in bed this hookah machine a beast bruh"
"1stPerson","I got reallly nostalgic about menthol cigarettes I miss smoking sometimes"
"1stPerson","i gotta finds me a bitch that can hit the #juul like i can"
"1stPerson","I gotta stop smoking cigarettes Fr"
"NOT-1stPerson","I had cigg ash on my nose for god knows how long and no one bothered to tell me"
"1stPerson","I had my first cigarette since January today lol"
"1stPerson","I had the cops called on me for smoking an electronic cigarette outside at Waterfront in DC Asked them to arrest me They declined"
"NOT-1stPerson","I hate a ""can I have a cigarette"" as female"
"1stPerson","I hate and love the fact that i hate and love smoking"
"1stPerson","I hate black and mild amp Cigarette smoke eww tf"
"NOT-1stPerson","I hate buying cigarettes I don't smoke that shit"
"1stPerson","I hate cigarettes"
"NOT-1stPerson","I hate cigarettes"
"NOT-1stPerson","I hate hookah Just inhaling smoke for no reason That is all"
"NOT-1stPerson","I hate it when people offer me cigarette I don't smoke pls"
"1stPerson","I hate my cigarette cravings"
"1stPerson","I hate my life vaping darkslategray"
"1stPerson","I hate myself so much I'll probably start vaping again"
"NOT-1stPerson","I hate people that smell like cigarettes and dirt"
"NOT-1stPerson","I hate seeing ppl post videos smoking and don't know how to inhale and exhale right"
"1stPerson","I hate smoking in my car because I feel like that shit takes so long to completely air out I got like 3 air freshness and febreeze"
"NOT-1stPerson","I hate this advertisement of Paan bahar kind of tobacco on cricket grounds of Dharmashala please remove this advertisement -MENTION- -MENTION-"
"NOT-1stPerson","I hate Twitter I just seen a vagina smoking a cig"
"NOT-1stPerson","I hate wesker so much he vaped on my pizza"
"NOT-1stPerson","I hate when people smoke around me and then my clothes stink like cigarettes"
"NOT-1stPerson","i hate when people smoke cigarettes around me"
"NOT-1stPerson","I hate whenpeoole be trying to smoke on snap but don't even be smoking right"
"NOT-1stPerson","I hate you all Stop smoking cigs okay"
"1stPerson","I have made the financial decision that I am purchasing a JUUL"
"1stPerson","I have not vaped at all today It completely sucks but that's ok because I'm healthy now goddammit"
"NOT-1stPerson","I have to stop smoking cigs and start working out and running"
"1stPerson","I haven't actually smoked in about a month and a half maybe two and I just can't express how good I feel"
"1stPerson","I haven't smoked hookah for a whiiiileeeeeeee and now I'm light headed asf"
"1stPerson","I haven't smoked in 4 days I'm proud of myself"
"1stPerson","I haven't smoked in like two weeks"
"1stPerson","I haven't smoked in over 24 hours how tf am I supposed to sleep"
"1stPerson","I haven't smoked In so long"
"1stPerson","I haven't smoked weed like in 2 days who am I lol I've just been smoking cigarettes"
"1stPerson","I haven't vaped in a while idk if I should go back to vaping or not"
"NOT-1stPerson","i havent smoked a cigarette amp be QUIET"
"1stPerson","i havent smoked in so damn long"
"1stPerson","i honestly can't wait to go home make pizza and smoke hookah oh and cuddle with my dogs"
"NOT-1stPerson","I honestly feel so sad every time I see a young beautiful person smoking a cigarette"
"1stPerson","i honestly might try vaping or something maybe the nicotine will help with stress and shit"
"1stPerson","I honestly think it's really nice when people compliment me on my vape juice mix"
"NOT-1stPerson","i hope everyone knows someday i'm getting a tattoo on my arm of poe sitting on a lounge chair reading edgar allan poe w glasses and a cigar"
"1stPerson","I hope I find another cigar"
"NOT-1stPerson","I hope this lady not going to smoke these cancer sticks the whole ride to Seattle"
"NOT-1stPerson","I hope ur not smoking rn"
"NOT-1stPerson","I hope whoever stole my backpack has fun finding a pack of cigarettes some house keys and my work shoes apron beanie"
"1stPerson","I hotbox my car with a juul bc I'm a cool kid lmao"
"1stPerson","I hung out with a vape"
"NOT-1stPerson","i j lose a pack of cigs and some bro is messaging me about nick land how r u"
"1stPerson","I just ashed my cigarette in my captain crunch"
"1stPerson","i just ashed my cigarette with such force that the filter came off then burnt myself trying to light a new one why am i such a mess yikes"
"1stPerson","I just bought some cigarettes sooooo fw ya girl"
"1stPerson","I just burnt myself on my foot w my cigarette if that doesn't show how drunk i am idk what will"
"NOT-1stPerson","I just cleaned my entire vape out with hot water Bahaha just to be sure"
"1stPerson","I just drank camilas fucking ecig juice"
"1stPerson","I just dropped a glass bottle of tobacco all over my kitchen floor So that's how my night is going"
"1stPerson","i just dropped my cigar off the balcony wtf"
"1stPerson","I just drove all the way home and back to school because I forgot my cigarettes"
"NOT-1stPerson","I just found out menthol cigs are not longer sold in Canada Whaaaat"
"1stPerson","i just got out of the shower amp now i want a cig"
"1stPerson","I just got the biggest headrush from my juul i might passout omg"
"1stPerson","I just had a panic attach and smoked a cigaret at the frozen beach who tf am I"
"NOT-1stPerson","I just keep smelling stale cigarettes and OK gagging"
"1stPerson","i just lit a cig the wrong way"
"1stPerson","I just lit my cig backwards"
"1stPerson","i just lit my cig with an electric stove lmao"
"1stPerson","I just lit my cigarette at the filter #fuckme"
"1stPerson","I just need a cig ("
"1stPerson","I just packed my cigs the wrong way"
"NOT-1stPerson","I just realized that the increase in obesity rates and the decline in smoking rates are probably related"
"NOT-1stPerson","I just realized vaping is basically just the new dip"
"1stPerson","I just remembered why I don't hang around naked I just burned my penis with a cigarette Ow ow ow"
"NOT-1stPerson","I just saw a kid dressed in full addidas vaping"
"NOT-1stPerson","I just saw a woman drop 250 on 2 cartons of Benson amp Hedges cigarettes"
"NOT-1stPerson","i just saw macklemore vaping uhhhhhhh"
"1stPerson","i just set the fire alarm off in my room from vaping this has gone too far"
"1stPerson","I JUST SHOT A CIG OUT OF MY MOUTH 2 3 FEET THEN CAUGHT IT THE RIGHT WAY IN MY MOUTH"
"1stPerson","I just smoked with him and he didn't flirt with me but it was cool I had my bathing suit on but we didn't swim"
"NOT-1stPerson","I just thought of something about these 90s kids The 90s kids now are prone to being smokers whether cigarettes or vape and alcoholics"
"NOT-1stPerson","i just told my boss ""yeah well i dont have any cigarettes but im going outside to play on my phone for 5 minutes"""
"1stPerson","I just tried to bake my room with vape and now I have hiccups wtf y0"
"1stPerson","I just tried to light my cigarette w my lipstick sooo there's that"
"1stPerson","I just vaped in front on my mom and she gasped and said ""you took a hit """
"NOT-1stPerson","i just walked past a guy vapeing it tasted like candyfloss"
"1stPerson","i just wanna smoke my cig bruh"
"1stPerson","I just want to smoke a fucking cigarette"
"NOT-1stPerson","I just wish cigarettes didnt exist in this world"
"1stPerson","I just work smoke hooka and sleep #nofriends"
"1stPerson","I keep saying I'm done smoking but I continue to smoke"
"1stPerson","i kept saying i'll cut down on my ciggs but i kept smoking more zzzz"
"1stPerson","I knocked over the hookah and a coal fell on my leg and now there's a big welt ("
"NOT-1stPerson","I know today is a good day in all but had doesn't give you a reason to smoke them nasty ass cancer sticks"
"1stPerson","I know too much im tryna smoke myself stupid"
"1stPerson","I laughing at my phone outside of bif cat smoking a cig at night"
"1stPerson","I leave my cigarettes in my room everyday and everyday I regret it"
"1stPerson","i left my vape at home this is going to be a shitty day"
"NOT-1stPerson","I legit just saw a video of a guy dabbing e liquid out of a rig"
"NOT-1stPerson","I legit just saw this lady smoking two cigarettes at once omggg"
"1stPerson","I like hookah"
"NOT-1stPerson","I like smokey flavours certain whisky black coffee previously smoking I don't like my coffee to taste of actual cigarettes though bleurg"
"1stPerson","I like smoking cigarettes with my friends"
"1stPerson","I lit the wrong end of my cigarette"
"1stPerson","i literally just walk out side with a cigarette"
"NOT-1stPerson","I live with a queer I walked in my brothers room and he was hittin an e cig"
"1stPerson","i look forward to buying coffee and enjoying a cigarette tomorrow"
"1stPerson","I look like I eat cigarettes for breakfast lmaoooo wow I hate myself"
"NOT-1stPerson","I love being the only non smoker of my friends and always having to wait on them to smoke their cancer sticks"
"1stPerson","I love downtown smoke nights"
"1stPerson","I love finding my e cig under my pillow like an adult tooth fairy"
"NOT-1stPerson","I love having a hookah at home"
"NOT-1stPerson","I love hookah"
"1stPerson","I love hookah Like too much"
"NOT-1stPerson","I love how my friends are getting away from shisha"
"1stPerson","I love listening to calming music while I'm smoking"
"1stPerson","I love smoking in my porch"
"1stPerson","I love smoking papers"
"1stPerson","I LOVE TOBACCO MORE THAN MY PARENTS"
"NOT-1stPerson","I made that cigar for Devlin Bowman's private collection"
"1stPerson","I mean I just ate about 2 hours ago but I'm ready for a big ol joint a whole box of wine mass cigs and some gd TACO BELL"
"NOT-1stPerson","i meant 2 my son devin a pack of big league chew but i accidentally bought him a fuckton of tobacco he can't stop dippin he loves it hehe"
"1stPerson","I might be town bitch but I'm also smoking in doors at my favorite bar Sooooo"
"1stPerson","I misplaced my vape but it's ok I also convinced myself it's in one of my jackets #typical"
"1stPerson","i miss cigarette"
"NOT-1stPerson","i miss kat and the sound of her vape tonight"
"1stPerson","I miss sitting outside smoking lol"
"1stPerson","I miss smoking cigs on the beach at 2am"
"1stPerson","I miss the days when I could just smoke and make music"
"1stPerson","I miss the late nights and fires beside the river sneaking beer and cigs hoping cops didn't pull up"
"1stPerson","I need a cigarette"
"1stPerson","I need a cigarette to deal with all of these irrelevant ass people trying to hijack my energy I cba"
"1stPerson","i need a cigarette)"
"1stPerson","I NEED A FUCKIN CIGARETTE"
"1stPerson","I need a mocha frappe and a cigar this morning"
"1stPerson","I need fckn liquor and hooka already smh"
"1stPerson","i need money for cigarets"
"1stPerson","i need money for cigarets xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"
"1stPerson","I need some healing right now the way I'm smoking"
"1stPerson","I need to be sippin Don Julio on a balcony somewhere on the coast maybe even a nice cigar"
"1stPerson","I need to smoke"
"1stPerson","i needa cig"
"1stPerson","I needa smoke this one away"
"1stPerson","I needed my cigarettes"
"1stPerson","I neeeeeeeed a cig so badly lol"
"1stPerson","i only have 3 cigarettes but watch me smoke two of them on this break"
"1stPerson","I only just lit my cig and the bus came just my fucking luck"
"1stPerson","i only vaped once and i choked on the smoke"
"NOT-1stPerson","I ordered a rechargeable e cig I have to wait like a week for it though sigh"
"NOT-1stPerson","I play the music c's buring cigarette and slowly breathing out -MENTION-"
"1stPerson","I probably wouldn't smoke as much if I had something to occupy me"
"NOT-1stPerson","I really don't get why jobs gotta drug test for weed nigga it's weed but don't trip bout ciggs tho Gtfoh with that"
"1stPerson","i really stopped my vape"
"NOT-1stPerson","I really wanna smoke hookah rn"
"NOT-1stPerson","i really watched someone defend themself after getting called out for pretending to smoke cigs i'm done for the night"
"1stPerson","I remember having hookah session with homies good times"
"1stPerson","I remember smoking in back of the mall and I got chased by the 12"
"1stPerson","I roll cigarettes with no filter wear vans and I'm an absolute fukkin waste"
"1stPerson","I saw 1984 last night for 1st time It's happening I need a glass of good scotch and 2 Marlboro reds before it all goes boom"
"NOT-1stPerson","I SAW ON A PACK OF CIGARETS IT SAID ""SMOKING MAKES YOU IMPOTENT"" MY FATHER SMOKED amp MY MOTHER THEY HAD 13 KIDS SHE DIED AGED 92 STILL SMOKED"
"NOT-1stPerson","I saw someone call ecigs ""douche flutes"" on facebook I can't #justhereforthecomments"
"1stPerson","i sent my helper earlier to get some cigarettes and this motherfucker brought back some virginia slims"
